p,theta,z,L,E,Ï‰,grid_points,grid_size,finite_Nc1,large_Nc1,true_Nc1,finite_Nc2,large_Nc2,diag_Nc2,true_Nc2_diag,largeNc/finiteNc1,largeNc/finiteNc2,diagNc/finiteNc2,error1,error2,time
0.331,0.19899999999999998,0.21,2.0,10,1.66,50,3,0j,(0.711-1.011j),(0.58-0.849j),0j,(-922.693+1046.092j),,,-inf,inf,,0.169,,0 days 00:12:59.883865
0.331,0.19899999999999998,0.21,2.0,10,1.66,30,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:00:09.949155
0.828,0.499,0.21,2.0,10,1.66,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:03.342177
0.018000000000000002,0.01,0.037000000000000005,2.0,50,1.77,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:47.808920
0.355,0.201,0.037000000000000005,2.0,50,1.77,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:49.162593
0.887,0.501,0.037000000000000005,2.0,50,1.77,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:48.249761
0.4,0.19,0.3,0.5,10,2.1,30,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:16.351080000
0.4,0.19,0.3,0.5,10,2.1,40,3,(0.503-0.104j),(0.503-0.104j),(0.492-0.09j),(1.295-0.266j),(1.294-0.268j),,,1.0,1.01,,0.035,,0 days 00:01:54.065417
0.4,0.19,0.3,0.5,10,2.1,50,3,(0.503-0.098j),(0.502-0.099j),(0.492-0.09j),(1.302-0.249j),(1.301-0.25j),,,1.0,1.01,,0.026,,0 days 00:06:11.811591
0.4,0.19,0.3,0.5,10,2.1,60,3,(0.5-0.096j),(0.5-0.096j),(0.492-0.09j),(1.291-0.239j),(1.29-0.241j),,,1.0,1.01,,0.019,,0 days 00:20:28.390630
0.4,0.19,0.3,0.5,10,2.1,70,3,(0.499-0.094j),(0.499-0.094j),(0.492-0.09j),(1.289-0.23j),(1.288-0.232j),,,1.0,1.01,,0.015,,0 days 00:48:59.642569
0.4,0.19,0.3,0.5,10,2.1,80,3,(0.499-0.093j),(0.498-0.093j),(0.492-0.09j),(1.288-0.227j),(1.286-0.228j),,,1.0,1.01,,0.013,,0 days 01:56:40.701683
0.022,0.01,0.324,2.0,10,2.19,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:36.519853
0.43799999999999994,0.2,0.324,2.0,10,2.19,30,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:00:11.272112
0.438,0.2,0.324,2.0,10,2.19,50,3,(2.114-3.039j),(1.626-2.257j),(1.355-1.911j),(14.096-19.273j),(13.669-18.948j),,,0.74,0.98,,0.158,,0 days 00:25:53.999224
1.095,0.5,0.324,2.0,10,2.19,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:32.189927
0.023,0.01,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:04:00.508564
0.023,0.01,0.024,2.0,100,2.33,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:49.972770
0.023,0.01,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:47.971543
0.036000000000000004,0.015,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:56.785030
0.036000000000000004,0.015,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:56.229362
0.056,0.024,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:51.781653
0.086,0.037000000000000005,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:51.725392
0.132,0.057,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:52.055895
0.205,0.08800000000000001,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:48.885302
0.316,0.136,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:56.553817
0.466,0.2,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:51.420241
0.488,0.21,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:53.010691
0.754,0.324,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:52.157712
1.1640000000000001,0.5,0.024,2.0,100,2.33,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:48.406737
1.1640000000000001,0.5,0.024,2.0,100,2.33,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:03:52.191966
0.025,0.01,0.5,2.0,10,2.5,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:05.931706
0.5,0.2,0.5,2.0,10,2.5,50,3,(2.883-3.958j),(2.405-3.275j),(2.027-2.778j),(16.772-21.225j),(16.171-20.802j),,,0.83,0.98,,0.154,,0 days 00:25:43.821433
0.5,0.2,0.5,2.0,10,2.5,30,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:00:09.037821
1.25,0.5,0.5,2.0,10,2.5,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:04.755657
0.027000000000000003,0.01,0.057,2.0,50,2.68,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:56.660177
0.537,0.2,0.057,2.0,50,2.68,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:04:38.804618
1.3419999999999999,0.501,0.057,2.0,50,2.68,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:52.899548
0.035,0.01,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:23.341788
0.035,0.01,0.037000000000000005,2.0,100,3.55,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:53.613406
0.055,0.015,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:25.548050
0.085,0.024,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:26.390016
0.131,0.037000000000000005,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:23.845164
0.202,0.057,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:24.362689
0.312,0.08800000000000001,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:30.496891
0.482,0.136,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:24.415187
0.71,0.2,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:04:23.861609
0.7440000000000001,0.21,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:26.771119
1.149,0.324,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:29.455905
1.774,0.5,0.037000000000000005,2.0,100,3.55,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:04:34.256015
1.774,0.5,0.037000000000000005,2.0,100,3.55,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:53.639173
0.04,0.01,0.08800000000000001,2.0,50,4.01,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:59.496103
0.802,0.2,0.08800000000000001,2.0,50,4.01,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:05:38.174675
2.004,0.5,0.08800000000000001,2.0,50,4.01,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:01.701493
0.054000000000000006,0.01,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:09.496512
0.054000000000000006,0.01,0.057,2.0,100,5.37,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:05.732031
0.083,0.015,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:13.031470
0.128,0.024,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:33.327943
0.198,0.037000000000000005,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:23.233327
0.305,0.057,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:31.289778
0.47200000000000003,0.08800000000000001,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:18.515312
0.728,0.136,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:24.206136
1.073,0.2,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:05:10.880253
1.125,0.21,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:24.179478
1.737,0.324,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:16.027254
2.6830000000000003,0.5,0.057,2.0,100,5.37,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:05:22.116248
2.6830000000000003,0.5,0.057,2.0,100,5.37,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:00:59.576118
0.059,0.01,0.136,2.0,50,5.87,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:09.202580
1.173,0.2,0.136,2.0,50,5.87,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:08:09.036233
2.9330000000000003,0.5,0.136,2.0,50,5.87,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:12.904058
0.08,0.01,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:43.540356
0.08,0.01,0.08800000000000001,2.0,100,8.02,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:07.483495
0.124,0.015,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:43.399645
0.191,0.024,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:36.715521
0.295,0.037000000000000005,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:37.183983
0.456,0.057,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:40.864047
0.7040000000000001,0.08800000000000001,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:41.619085
1.088,0.136,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:42.578062
1.6030000000000002,0.2,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:06:40.043130
1.68,0.21,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:39.343621
2.595,0.324,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:38.503497
4.008,0.5,0.08800000000000001,2.0,100,8.02,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:06:32.826391
4.008,0.5,0.08800000000000001,2.0,100,8.02,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:08.403946
0.083,0.01,0.21,2.0,50,8.28,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:36.597586
1.6569999999999998,0.2,0.21,2.0,50,8.28,50,3,(5428275279.41+48763934043.911j),(50.895-61.01j),(44.285-51.614j),(23848097954.643+214235097640.059j),(67.783-84.283j),,,-0.0,-0.0,,0.145,,0 days 00:25:16.793459
4.1419999999999995,0.5,0.21,2.0,50,8.28,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:28.705391
0.109,0.01,0.324,2.0,50,10.95,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:10.139769
2.189,0.2,0.324,2.0,50,10.95,50,3,(81.406-110.501j),(80.7-110.079j),(70.173-94.922j),(92.539-132.332j),(92.682-132.267j),,,1.0,1.0,,0.135,,0 days 00:24:48.847480
5.473,0.5,0.324,2.0,50,10.95,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:07.730488
0.117,0.01,0.136,2.0,100,11.73,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:19.537929
0.117,0.01,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:45.844273
0.18100000000000002,0.015,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:57.718768
0.28,0.024,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:30.309511
0.4320000000000001,0.037000000000000005,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:18.714799
0.667,0.057,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:26.085976
1.031,0.08800000000000001,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:21.048350
1.592,0.136,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,0 days 00:09:17.551751
2.346,0.2,0.136,2.0,100,11.73,50,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:09:21.790630
5.865,0.5,0.136,2.0,100,11.73,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:18.513853
0.125,0.01,0.5,2.0,50,12.5,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:54.989332
2.5,0.2,0.5,2.0,50,12.5,50,3,(96.437-143.501j),(95.689-143.115j),(82.719-125.621j),(104.203-163.588j),(104.51-163.54j),,,1.0,1.0,,0.126,,0 days 00:24:31.100700
6.25,0.5,0.5,2.0,50,12.5,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:56.400079
0.166,0.01,0.21,2.0,100,16.57,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:39.044818
3.3139999999999996,0.2,0.21,2.0,100,16.57,50,3,(116.456-237.885j),(115.744-237.499j),(98.28-217.149j),(119.421-251.365j),(119.674-251.415j),,,1.0,1.0,,0.102,,0 days 00:24:25.369701
8.283999999999999,0.5,0.21,2.0,100,16.57,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:01:38.061546
0.219,0.01,0.324,2.0,100,21.89,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:20.333859
4.379,0.2,0.324,2.0,100,21.89,50,3,(110.591-346.856j),(109.999-346.305j),(76.921-330.862j),(111.919-351.955j),(112.203-352.156j),,,1.0,1.0,,0.1,,0 days 00:24:39.259692
10.947000000000001,0.5,0.324,2.0,100,21.89,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:22.926999
0.25,0.01,0.5,2.0,100,25.0,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:13.394461
5.0,0.2,0.5,2.0,100,25.0,50,3,(112.437-419.102j),(111.746-418.499j),(52.367-379.299j),(114.381-420.732j),(114.761-421.055j),,,1.0,1.0,,0.164,,0 days 00:24:18.789868
12.5,0.5,0.5,2.0,100,25.0,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:13.959716
